Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA22,OUT017,2543.751244851001
NCL06,OUT046,4082.5819633251926
FDI35,OUT013,3135.3745875141353
NCW42,OUT045,3722.9522613228705
NCX06,OUT049,2986.7026766685603
FDC37,OUT027,2613.538891973675
FDZ14,OUT018,1954.2269284710626
DRG49,OUT049,3965.1923969642885
NCG06,OUT045,4082.5819633251926
DRC36,OUT045,2896.3461808146394
FDV21,OUT019,374.34295465473434
FDB53,OUT046,2516.934633733177
DRP47,OUT019,598.9148132874096
FDA14,OUT013,2495.925872737624
DRC24,OUT035,2516.934633733177
FDW21,OUT018,1520.5987619182927
NCH29,OUT046,1570.374385810377
FDU58,OUT013,3076.801346409268
FDY27,OUT017,2920.4223489797573
FDV56,OUT035,1617.942626509206
FDT59,OUT046,3786.3278015622905
FDB23,OUT046,3680.946463837316
FDR49,OUT045,764.5114151343803
FDB03,OUT010,601.1406819172174
FDN39,OUT045,2651.1472048385235
FDX02,OUT027,5778.565632132311
FDQ16,OUT027,2618.437098125105
FDU35,OUT018,1501.7376602944016
NCT29,OUT013,2001.7671400977717
FDZ27,OUT046,764.5114151343803
FDN57,OUT017,2055.731218258777
FDA03,OUT018,2379.983806259092
FDZ36,OUT045,3076.801346409268
NCU05,OUT013,1276.2813735322336
FDT39,OUT018,2358.972087430497
FDK60,OUT017,1554.1008386065528
FDZ25,OUT017,2836.247179206924
FDG12,OUT046,2040.0513316013664
DRB01,OUT019,541.9734138398824
NCC43,OUT027,6448.259796261071
FDX13,OUT019,538.4516807910929
FDM22,OUT049,823.0173637367805
FDJ03,OUT027,1425.1321665809828
FDU14,OUT018,3756.60967485939
FDB33,OUT010,375.7157284083565
FDP27,OUT046,3076.801346409268
FDO38,OUT010,157.47450289589221
FDE28,OUT027,6604.909986361329
FDO27,OUT035,1539.7701239166283
DRL23,OUT027,2670.668788028951
FDS28,OUT046,850.9539457083267
FDX24,OUT013,1455.553781423973
FDZ02,OUT035,1554.1008386065528
FDL46,OUT045,1962.3581054391598
FDS60,OUT027,5644.096739643668
NCO06,OUT017,605.1165629750764
FDO16,OUT035,1371.8076809268598
FDC60,OUT049,1393.423014701169
FDA48,OUT018,3656.4140627478396
FDZ36,OUT027,4924.56812394207
FDK27,OUT045,2020.9211113620643
FDW23,OUT018,579.3246327342559
FDM14,OUT018,1640.0220633902384
FDM14,OUT013,1603.1407362891994
FDW60,OUT018,2775.4634131619327
FDE21,OUT013,1952.0618705994902
NCM42,OUT035,1617.942626509206
FDY59,OUT010,187.9315652827638
DRI49,OUT049,1276.2813735322336
FDT28,OUT019,321.28913888301827
FDQ22,OUT018,579.3246327342559
FDR60,OUT049,1264.4952545402793
FDC50,OUT019,246.47310681444077
FDV24,OUT013,2451.1626720797103
DRF48,OUT010,563.184051673148
FDQ47,OUT046,605.1165629750764
DRN36,OUT049,1570.374385810377
NCY06,OUT035,2024.7511946830614
FDE52,OUT035,1392.4084539274743
NCB54,OUT045,2024.7511946830614
NCF31,OUT035,2495.9229149045823
FDJ08,OUT027,4855.441778347573
NCC07,OUT017,1603.1407362891994
NCD19,OUT027,1723.1433625022312
FDL46,OUT049,2037.8612704316058
FDM20,OUT045,4029.7159291582125
NCI06,OUT010,432.8036070605429
DRM11,OUT035,4276.184559539248
NCH07,OUT018,2417.363773560879
FDS23,OUT013,2007.9287013907028
FDO49,OUT018,738.7194848935596
FDS35,OUT049,1056.2103716518193
DRK39,OUT045,1313.2595451891564
DRI39,OUT049,850.9539457083267
FDV04,OUT017,2507.5531370266617
NCN14,OUT035,3075.4378981855834
FDH08,OUT013,3786.3278015622905
FDS20,OUT046,3121.3903772645276
FDV40,OUT049,1131.503422831881
FDZ48,OUT010,216.6687145127197
FDS24,OUT027,2470.274538524598
FDK44,OUT049,2896.3461808146394
FDS48,OUT045,2516.934633733177
FDK26,OUT010,511.3083815977404
FDD23,OUT045,3150.8524426881922
NCH54,OUT017,2547.34615655074
NCP14,OUT010,261.6164821371236
FDM60,OUT010,85.37659580411429
FDV24,OUT017,2440.694394710441
FDH08,OUT018,3308.4933174931653
FDS12,OUT027,3700.0566536086353
FDR39,OUT027,5086.8364570962285
FDP12,OUT027,970.2818350760282
DRF60,OUT027,6053.544494789623
FDC09,OUT035,1603.1407362891994
FDF50,OUT018,2981.7769801956647
FDG28,OUT035,4000.3754040380113
NCE19,OUT017,850.9539457083267
NCM53,OUT010,256.8072336429061
NCN18,OUT049,1716.6560485319137
FDF32,OUT035,3100.215219746193
FDF11,OUT013,3933.2165589928004
DRI59,OUT049,3722.9522613228705
NCG54,OUT035,2836.247179206924
FDM44,OUT046,1603.1407362891994
FDT57,OUT018,3205.116357171512
FDV24,OUT046,2472.1714330752634
FDI50,OUT019,445.8462261178415
FDS09,OUT035,772.4034628716311
NCC31,OUT027,3966.0206725315675
FDQ07,OUT019,513.1167512131
FDC22,OUT017,3076.801346409268
FDZ56,OUT046,2836.247179206924
FDZ40,OUT019,177.58828867605277
FDS46,OUT027,2930.7397146541684
DRD24,OUT045,2055.731218258777
FDV45,OUT017,3051.255710819234
FDL26,OUT045,2516.934633733177
FDA56,OUT018,1983.4810096603094
FDN27,OUT046,2007.7998377928661
FDM20,OUT049,4000.3754040380113
FDO16,OUT017,1333.11067054293
FDL03,OUT035,3030.8488673303236
FDE58,OUT046,1977.6550895799942
FDI02,OUT027,3056.5283031312556
NCC55,OUT019,114.16157513110167
FDR03,OUT018,3185.593448589655
FDB14,OUT017,1475.830830200294
FDR45,OUT013,3931.9476097388247
NCN07,OUT017,2024.7511946830614
FDM51,OUT019,316.6542689997087
FDT52,OUT027,6117.8473453009865
FDL26,OUT046,2516.934633733177
NCZ42,OUT046,3891.210761507246
DRI47,OUT019,386.7127569534981
FDW40,OUT013,2052.370026575075
FDN34,OUT046,2891.1543820010293
FDS01,OUT035,2943.742545380938
NCG55,OUT045,1939.630282702602
FDC11,OUT035,1373.5718893473954
FDX35,OUT018,3311.822949910111
NCB06,OUT046,2578.8231949155625
FDR09,OUT019,552.9878749242949
FDC53,OUT017,1554.1008386065528
FDY45,OUT013,4115.320179424513
FDA22,OUT010,446.537220743264
FDE02,OUT035,1539.7701239166283
FDW21,OUT045,1603.1407362891994
FDV34,OUT046,1130.747549217697
FDS59,OUT049,1617.942626509206
NCW17,OUT017,2040.5439742636518
NCK54,OUT046,1977.6550895799942
FDG17,OUT019,538.6940019064065
FDG35,OUT017,2849.3901169018254
FDD08,OUT010,74.74632701672114
NCO07,OUT017,3655.235863399526
FDJ10,OUT010,327.23588994976194
FDW36,OUT017,1603.1407362891994
FDW21,OUT010,231.53064274926066
FDY19,OUT017,1975.2083159449076
DRE03,OUT013,764.5114151343803
NCC55,OUT049,605.1165629750764
FDH52,OUT010,158.6119203615273
FDO09,OUT017,4046.127821634803
FDU43,OUT045,3937.3981312872415
FDX09,OUT010,382.9364934502656
FDH40,OUT019,217.69570821292982
FDW58,OUT017,1603.1407362891994
FDC47,OUT017,3754.889488777164
NCR41,OUT035,1508.911568960516
DRG49,OUT035,3935.8518718440873
FDC52,OUT027,4545.41998234984
FDY13,OUT046,1145.2245993741183
FDY35,OUT013,636.3105413671987
FDI35,OUT017,3195.441473543452
NCU18,OUT049,2088.322740106736
FDY33,OUT018,2417.363773560879
FDC15,OUT027,4046.0987066369003
FDU01,OUT049,3030.8488673303236
NCU42,OUT046,2836.247179206924
NCV29,OUT018,2812.908902779883
NCY30,OUT017,3075.4378981855834
FDQ46,OUT049,1720.844860842883
FDG58,OUT027,3817.2179334940283
FDK33,OUT017,3581.0518583343896
NCD07,OUT045,1939.630282702602
NCX29,OUT027,3817.7527539429775
NCT42,OUT013,2451.1626720797103
DRN59,OUT035,764.5114151343803
FDI44,OUT035,1278.216431082517
FDA45,OUT049,2708.1851508230648
FDP31,OUT045,1069.9315481940566
FDY01,OUT046,1954.9272668434364
FDT09,OUT018,2003.103872561897
DRH03,OUT027,2565.5853213599066
FDA36,OUT018,2981.7769801956647
NCF31,OUT017,2464.44587653976
FDG14,OUT049,2495.9229149045823
FDG28,OUT027,6117.8473453009865
FDU14,OUT049,4243.57794002469
FDY47,OUT019,283.0250523466477
FDI56,OUT049,1392.4084539274743
DRD01,OUT013,839.0642740223187
FDM22,OUT046,850.9539457083267
FDH33,OUT013,622.1864453976531
DRZ24,OUT013,1972.6544757106983
NCQ38,OUT046,1603.1407362891994
FDO16,OUT027,2253.5504937950986
FDU07,OUT027,3815.9120198875066
NCB07,OUT013,3030.8488673303236
FDU48,OUT045,2024.7511946830614
NCM43,OUT045,2596.2400020444184
FDR31,OUT010,299.6347883496827
DRK49,OUT018,579.3246327342559
NCI30,OUT010,578.473639903576
DRD60,OUT017,3035.7778556451767
NCG19,OUT046,3800.729855247682
FDH12,OUT035,1603.1407362891994
FDM32,OUT035,1426.2617273383862
FDM27,OUT035,2516.934633733177
NCU53,OUT027,5044.973150982232
NCQ18,OUT046,1584.2796346653083
FDS10,OUT013,2923.3357018920274
FDB33,OUT027,4317.552316173378
FDI12,OUT013,1367.7039619874001
NCW42,OUT013,3722.9522613228705
NCC06,OUT018,2003.103872561897
FDW02,OUT017,1991.6670301728175
NCD43,OUT017,1603.1407362891994
FDM57,OUT018,1313.2595451891564
FDA58,OUT017,3774.340929560658
FDK56,OUT046,3076.801346409268
FDP52,OUT045,3786.3278015622905
FDW20,OUT018,1983.4810096603094
FDS52,OUT049,1603.1407362891994
NCT29,OUT018,1967.688230079719
NCL54,OUT013,2920.4223489797573
FDC05,OUT045,3076.801346409268
FDF34,OUT035,3076.801346409268
FDP03,OUT027,3348.2600790125457
FDD32,OUT010,188.79502780423405
FDZ10,OUT045,2040.5439742636518
FDZ40,OUT035,850.9539457083267
FDD51,OUT018,596.3945151568327
NCY30,OUT019,441.48580599265136
FDP58,OUT017,3606.597493924424
FDV49,OUT017,4239.7304178488575
FDY24,OUT019,164.45478549575756
NCO55,OUT017,1603.1407362891994
FDR13,OUT017,1962.3581054391598
FDS51,OUT017,998.4213609551762
FDP26,OUT045,1603.1407362891994
NCB54,OUT027,3464.4236161713393
FDF32,OUT017,3051.255710819234
FDN31,OUT018,3019.222469813615
DRM48,OUT017,605.1165629750764
FDN20,OUT049,2815.8403357180136
DRL01,OUT046,3786.3278015622905
FDV56,OUT049,1603.1407362891994
DRH13,OUT027,2481.2230346576616
FDA03,OUT017,2485.4575953683548
FDF47,OUT027,5778.565632132311
FDX32,OUT046,2516.934633733177
FDX57,OUT049,1554.1008386065528
NCA30,OUT045,3030.8488673303236
FDO49,OUT013,764.5114151343803
FDL04,OUT019,263.93157902503776
DRM48,OUT035,605.1165629750764
FDR16,OUT013,3654.703098129846
NCC19,OUT018,3019.222469813615
NCE42,OUT045,3786.3278015622905
FDY24,OUT017,850.9539457083267
FDH19,OUT049,2875.939337325729
FDJ46,OUT013,2875.337419819087
FDN45,OUT010,566.2856081556109
FDY08,OUT035,2055.731218258777
FDZ37,OUT035,1373.5718893473954
NCT30,OUT045,764.5114151343803
DRY23,OUT018,587.1902607198748
NCZ30,OUT018,1970.019708051653
FDC44,OUT018,1858.373324010906
FDB45,OUT035,1603.1407362891994
FDY04,OUT013,2557.81443392001
FDM27,OUT046,2578.8231949155625
FDZ43,OUT017,3928.056112780587
FDT39,OUT019,405.77000358026305
NCC06,OUT019,298.6167187540304
FDL15,OUT027,3853.702175412434
FDL57,OUT017,3995.248116881022
FDU08,OUT046,1584.2796346653083
FDK40,OUT017,4272.468633948177
FDQ12,OUT010,534.0027139900577
FDS48,OUT017,2485.4575953683548
FDP09,OUT045,3581.0518583343896
FDW21,OUT049,1584.2796346653083
FDY25,OUT035,3061.323491235211
DRE13,OUT017,1387.5550873411737
FDV43,OUT019,74.2761605930834
FDD22,OUT045,1701.3590643910793
FDM46,OUT019,261.79037451336404
NCO30,OUT010,513.6637463018471
FDM25,OUT046,2896.3461808146394
NCN41,OUT049,2037.7198536294325
FDU24,OUT045,1475.830830200294
FDZ50,OUT046,3076.801346409268
FDP45,OUT013,4049.9753438106354
NCM54,OUT045,2005.128331781474
FDW10,OUT019,378.8509133177476
FDP20,OUT017,2024.7511946830614
FDK32,OUT046,2516.934633733177
FDN52,OUT049,1373.5718893473954
FDM58,OUT045,1701.3590643910793
FDZ46,OUT027,2926.1377673709267
NCA18,OUT018,1924.9180037374053
FDD35,OUT046,2053.5126332100226
NCK31,OUT035,764.5114151343803
FDI40,OUT027,2830.749874662011
FDT50,OUT019,258.23454267454184
NCT06,OUT046,2596.2400020444184
FDT31,OUT035,3030.8488673303236
FDT45,OUT049,823.0173637367805
FDT13,OUT045,3076.801346409268
FDO50,OUT045,1392.4084539274743
NCU18,OUT010,302.2907829757994
NCR54,OUT049,3051.255710819234
NCO18,OUT018,2812.908902779883
FDU09,OUT045,850.9539457083267
FDT13,OUT018,3019.222469813615
FDE09,OUT046,1750.09894203213
NCK53,OUT019,251.89115525869738
FDG45,OUT049,3606.597493924424
DRH15,OUT035,683.1616487742008
FDO21,OUT019,578.6341227954807
FDD14,OUT027,5232.586464066784
FDC09,OUT046,1603.1407362891994
FDH45,OUT027,968.1592173261059
FDV32,OUT046,1069.9315481940566
FDG12,OUT035,1991.8084469749908
FDS32,OUT013,2052.370026575075
NCL55,OUT018,3473.4303358728794
DRE01,OUT035,3935.8518718440873
DRE15,OUT049,1264.4952545402793
NCL42,OUT045,3992.796140764451
FDP31,OUT013,1024.5922709605202
FDN33,OUT018,1393.2888558293873
FDZ59,OUT046,2575.2282832158235
FDE45,OUT010,407.73786550484647
FDJ07,OUT013,1988.4472552912887
FDQ45,OUT018,3019.222469813615
FDM33,OUT027,5503.887747686533
FDO15,OUT010,186.21888575685668
FDM46,OUT013,1455.553781423973
FDR03,OUT045,3315.156126893584
FDY49,OUT018,2634.0503889586075
FDQ60,OUT045,1976.0156673944005
FDW10,OUT049,2739.016185452052
FDO51,OUT049,683.1616487742008
FDJ40,OUT018,1535.4006521382994
FDS20,OUT018,3063.811500668875
FDU45,OUT013,1778.8579315018344
FDV02,OUT035,2836.247179206924
FDN09,OUT046,3931.9476097388247
NCM55,OUT027,5172.824077727498
FDN23,OUT018,2358.972087430497
FDY31,OUT010,321.98965253111004
FDW03,OUT010,265.30553636141053
FDD14,OUT046,2986.3614579565406
FDV23,OUT017,2005.128331781474
DRI03,OUT045,2858.900691196689
FDN13,OUT035,1584.2796346653083
FDF45,OUT027,1850.859942229673
FDU46,OUT035,1373.5718893473954
FDB57,OUT049,3722.9522613228705
FDV12,OUT049,1584.2796346653083
FDQ58,OUT013,2474.914153909029
NCA18,OUT017,1939.630282702602
FDH52,OUT049,959.934080922697
FDM24,OUT018,2358.972087430497
NCP43,OUT027,5019.501100360349
NCO18,OUT019,393.58937249830524
FDM32,OUT017,1392.4084539274743
NCL07,OUT017,605.1165629750764
FDK03,OUT013,4243.57794002469
FDP59,OUT017,1603.1407362891994
FDQ24,OUT049,4276.31615612401
FDQ16,OUT018,1535.4006521382994
FDU44,OUT013,2557.81443392001
FDH28,OUT010,87.63059753703072
FDV28,OUT019,81.39428560494892
FDM22,OUT045,850.9539457083267
FDR56,OUT046,3051.255710819234
FDV39,OUT049,3076.801346409268
FDU37,OUT019,214.65439382862192
FDQ11,OUT010,751.7186874733911
FDX02,OUT045,3771.0578655282925
NCS42,OUT018,1393.2888558293873
FDY57,OUT027,2791.363612144068
FDB21,OUT049,3941.2636543324234
FDE28,OUT017,3759.9185698956826
FDQ55,OUT017,1932.3511830801162
FDA48,OUT049,3743.4541217281294
FDZ19,OUT045,2896.3461808146394
NCC43,OUT045,4049.9753438106354
NCV18,OUT046,1313.2595451891564
NCA42,OUT018,2396.352054732284
FDY45,OUT046,4082.5819633251926
NCC30,OUT045,2943.742545380938
FDM57,OUT013,1367.7039619874001
FDL09,OUT010,403.24566243000777
FDB09,OUT027,3348.2600790125457
FDT44,OUT035,1989.4769690030569
NCT06,OUT027,4134.176117575582
FDX26,OUT049,3051.255710819234
FDK32,OUT013,2495.925872737624
DRA12,OUT046,2088.322740106736
FDO46,OUT010,465.6048744528734
FDE52,OUT013,1373.5718893473954
NCH42,OUT045,3828.333599047845
FDV08,OUT035,612.9821909606952
FDB47,OUT018,3136.3673765611043
FDC28,OUT010,209.59622783431016
FDD22,OUT046,1931.8553876403603
FDS07,OUT027,3090.605706311889
DRI13,OUT045,3581.0518583343896
FDG32,OUT018,3608.3084585424176
FDU14,OUT017,4156.24409358052
FDD28,OUT019,161.38766467202444
NCP41,OUT017,1617.942626509206
FDS08,OUT049,2858.900691196689
FDX47,OUT045,2539.030175391484
FDC53,OUT019,223.80552497324865
FDQ19,OUT035,3959.5998167463517
FDL14,OUT045,2495.9229149045823
FDM33,OUT019,504.0001484169681
FDA51,OUT045,1903.0971018908695
FDZ27,OUT018,738.7194848935596
FDT04,OUT046,605.1165629750764
DRC13,OUT049,2024.258552020776
FDR16,OUT027,5370.632413005223
FDQ03,OUT027,6294.557676129492
FDE38,OUT035,2765.584096958224
DRH23,OUT027,1751.5162571008707
FDT11,OUT019,500.18065775186307
FDD09,OUT035,3012.248312258594
FDR40,OUT045,1313.2595451891564
FDX07,OUT017,3030.8488673303236
FDR07,OUT035,1554.1008386065528
FDA51,OUT017,1903.0971018908695
FDT59,OUT019,557.464138972396
FDF20,OUT017,3076.801346409268
FDR13,OUT045,1939.630282702602
FDY26,OUT049,3677.7958320149137
FDW04,OUT017,2024.7511946830614
FDK52,OUT017,3754.889488777164
FDN60,OUT049,2533.5000838662663
FDM09,OUT019,412.9904068563239
FDP46,OUT049,1373.5718893473954
FDB50,OUT019,208.60978523410486
NCQ29,OUT049,4172.262743730366
FDP16,OUT027,6207.254806898209
FDX33,OUT018,2396.352054732284
FDP07,OUT010,496.4803201345272
FDN22,OUT046,4049.9753438106354
FDF39,OUT049,4308.922775638568
FDS21,OUT017,973.6552574649345
NCM42,OUT013,1603.1407362891994
FDK50,OUT019,411.73597454765536
DRF13,OUT027,3771.8393536940443
FDH35,OUT018,2434.780580689735
FDP60,OUT018,1501.7376602944016
DRJ49,OUT027,3392.455544199621
NCT42,OUT019,342.8089880733825
FDE38,OUT049,2765.584096958224
FDI04,OUT049,3076.801346409268
NCH54,OUT045,2560.041894220079
FDT56,OUT049,850.9539457083267
DRD15,OUT018,3308.4933174931653
FDV58,OUT013,2825.3997196393866
FDP21,OUT049,3076.801346409268
FDH05,OUT013,3800.729855247682
FDR10,OUT027,4743.598165772381
NCP06,OUT045,2516.934633733177
FDF33,OUT049,1603.1407362891994
DRK37,OUT013,3039.3558567913174
DRH49,OUT045,1313.2595451891564
FDT58,OUT013,2712.9674965123454
FDD41,OUT018,1520.5987619182927
FDP40,OUT018,1626.5607617815817
FDM51,OUT027,2618.437098125105
FDO45,OUT010,203.79194920912656
FDW33,OUT010,268.7360735311152
FDY24,OUT045,850.9539457083267
FDB10,OUT010,555.3117493061237
FDM40,OUT035,2055.731218258777
NCI06,OUT017,3061.323491235211
FDW12,OUT019,337.12342141513795
FDX48,OUT027,3967.6211532060365
NCW05,OUT027,2786.1829651854487
FDX27,OUT017,1523.6997927233472
DRM37,OUT045,3051.255710819234
FDA38,OUT045,3968.867398132586
FDR36,OUT046,605.1165629750764
FDZ45,OUT046,3076.801346409268
FDG05,OUT017,2526.334437722145
FDK28,OUT013,4276.184559539248
FDV47,OUT045,1367.7039619874001
FDN21,OUT045,2578.8231949155625
FDP20,OUT027,3464.4236161713393
FDI35,OUT045,3195.441473543452
DRY23,OUT013,622.1864453976531
FDA56,OUT017,2020.9211113620643
FDB09,OUT013,2001.7671400977717
NCO26,OUT027,2968.5853731307307
FDQ49,OUT018,2379.983806259092
FDI52,OUT027,3015.8957990413196
FDZ44,OUT027,2886.9330922564586
FDZ09,OUT018,2434.780580689735
FDY03,OUT049,2034.185552805982
NCG42,OUT017,2024.7511946830614
DRI13,OUT027,5887.80099375067
FDQ32,OUT013,2001.7671400977717
FDW16,OUT035,1392.4084539274743
FDU27,OUT046,764.5114151343803
FDR28,OUT010,421.45488679994503
FDQ49,OUT010,372.768752974878
FDS37,OUT046,1941.46596523478
FDW26,OUT018,3311.822949910111
FDX12,OUT018,3469.2201729182293
NCP06,OUT013,2495.925872737624
FDW45,OUT010,310.60047611620234
NCN30,OUT049,1508.911568960516
FDN24,OUT049,823.0173637367805
NCL41,OUT027,970.2818350760282
FDR02,OUT019,267.25034201951627
FDD09,OUT010,439.73188628045443
FDS33,OUT010,200.87516007993085
FDU22,OUT045,2005.128331781474
FDI53,OUT013,2536.802715091415
DRH01,OUT049,2896.3461808146394
FDX32,OUT013,2052.370026575075
NCP30,OUT018,579.3246327342559
FDB60,OUT045,3076.801346409268
FDB14,OUT049,1475.830830200294
NCP02,OUT035,850.9539457083267
FDJ10,OUT017,2042.2699166501206
FDG34,OUT046,1716.6560485319137
NCB18,OUT017,1373.5718893473954
FDM16,OUT049,1131.503422831881
FDW25,OUT018,1333.11067054293
FDB35,OUT010,226.62987830114415
DRN11,OUT013,2084.194392809611
FDF41,OUT019,560.3181710361066
FDH16,OUT045,1373.5718893473954
NCQ50,OUT018,3123.14416480946
DRH23,OUT018,839.0642740223187
DRJ37,OUT013,2474.914153909029
DRJ24,OUT027,5404.828471607371
FDY16,OUT035,3030.8488673303236
FDQ27,OUT045,1667.6345461169408
FDZ33,OUT045,2495.9229149045823
FDF29,OUT045,2040.5439742636518
FDA08,OUT049,2557.8114760869676
FDG31,OUT046,1069.9315481940566
FDE34,OUT019,544.6387417788558
NCR30,OUT027,1937.1817500919003
FDV33,OUT035,4082.5819633251926
DRZ24,OUT018,1970.019708051653
NCL54,OUT035,2896.3461808146394
FDR12,OUT049,2932.669015985489
NCC54,OUT046,3941.2636543324234
DRN59,OUT013,764.5114151343803
FDX50,OUT019,269.2307419944712
FDV31,OUT027,4948.089324977256
NCA29,OUT027,4704.121904727597
FDW60,OUT049,2882.976859361807
FDX08,OUT017,3121.3903772645276
DRD49,OUT013,3815.152214912657
FDD33,OUT046,3800.729855247682
FDW35,OUT013,622.1864453976531
FDJ36,OUT017,1603.1407362891994
FDV51,OUT035,2685.943083461816
FDW36,OUT046,1603.1407362891994
FDH35,OUT046,2596.2400020444184
NCS30,OUT027,3307.3150846933827
FDN49,OUT017,605.1165629750764
FDL08,OUT018,3469.2201729182293
FDI09,OUT013,3872.8745990933176
FDP19,OUT018,1987.3110929813067
FDU21,OUT010,87.00873381451453
NCP41,OUT045,1603.1407362891994
FDY10,OUT013,1823.067968468705
FDP12,OUT018,579.3246327342559
NCN26,OUT049,1954.9272668434364
FDK44,OUT013,2875.337419819087
FDC28,OUT049,1617.942626509206
FDJ41,OUT027,6241.9243817845045
NCT29,OUT035,2005.128331781474
NCH42,OUT019,597.8520229794266
FDU60,OUT018,2613.643545469697
FDS02,OUT045,3076.801346409268
FDC51,OUT046,2053.5126332100226
FDU03,OUT013,3075.4378981855834
FDX39,OUT045,3606.597493924424
NCY05,OUT010,85.27602357869739
NCL06,OUT027,6116.870776680527
FDD32,OUT035,1278.216431082517
NCN41,OUT045,2005.128331781474
NCX53,OUT049,2104.1155196873265
FDU57,OUT019,311.242596273962
FDQ23,OUT046,1603.1407362891994
FDQ52,OUT045,4243.57794002469
FDC14,OUT045,605.1165629750764
FDY09,OUT035,2920.4223489797573
FDQ28,OUT045,2516.934633733177
FDV25,OUT046,3771.0578655282925
FDJ07,OUT035,1941.961760674536
DRB25,OUT049,1603.1407362891994
FDK52,OUT019,534.1417654830391
FDY52,OUT027,1823.08443608326
FDB28,OUT046,3076.801346409268
FDT36,OUT035,605.1165629750764
FDV25,OUT017,3771.0578655282925
NCN07,OUT027,3420.61699377363
FDC57,OUT017,3030.8488673303236
FDQ03,OUT018,3238.473406684841
FDU23,OUT017,2733.9762575078985
NCX41,OUT035,3581.0518583343896
NCD06,OUT035,764.5114151343803
FDW08,OUT045,1603.1407362891994
NCU29,OUT017,2464.44587653976
NCE06,OUT013,2513.051233262096
FDV52,OUT010,221.74403655656124
FDB02,OUT017,2920.4223489797573
NCR18,OUT045,622.1864453976531
FDK16,OUT049,1508.911568960516
NCQ29,OUT010,633.6356378619972
FDZ01,OUT019,226.65228469940263
FDW27,OUT035,2488.7368832083525
FDD17,OUT018,3427.1154970030816
FDW39,OUT013,2920.4223489797573
DRH59,OUT045,1110.223390851898
FDS52,OUT013,1603.1407362891994
FDU40,OUT027,5495.607454650818
NCF54,OUT013,2854.9305763301763
FDH46,OUT045,1603.1407362891994
NCP14,OUT049,1603.1407362891994
FDH50,OUT049,3076.801346409268
DRF15,OUT010,328.1400882875337
FDV27,OUT027,2470.274538524598
NCJ06,OUT049,2037.7198536294325
FDN02,OUT018,3233.699052795077
FDQ51,OUT049,764.5114151343803
FDQ07,OUT017,3695.3485175227074
FDS45,OUT049,1667.6345461169408
NCJ06,OUT045,2005.128331781474
FDD36,OUT035,1978.1508850197501
FDY25,OUT045,3121.3903772645276
FDU52,OUT046,2495.9229149045823
DRK47,OUT017,3754.889488777164
NCL30,OUT017,2024.7511946830614
FDN22,OUT035,4049.9753438106354
NCF30,OUT027,3260.71931149423
FDK03,OUT035,4276.184559539248
FDT45,OUT017,850.9539457083267
NCC54,OUT027,6358.8523346638485
FDP08,OUT018,2928.782581360888
