Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDO49,OUT018,710.2116238016365
FDS35,OUT049,963.0077141025982
DRK39,OUT045,1472.7100336976393
DRI39,OUT049,843.5475935855148
FDV04,OUT017,2510.791768647579
NCN14,OUT035,3054.5686469563384
FDH08,OUT013,3706.4020069019775
FDS20,OUT046,3054.5686469563384
FDV40,OUT049,1111.428044698616
FDZ48,OUT010,235.0168268849903
FDS24,OUT027,2470.744287195013
FDK44,OUT049,2962.366145400273
FDS48,OUT045,2465.946663289927
FDK26,OUT010,587.9569605815542
FDD23,OUT045,3054.5686469563384
NCH54,OUT017,2510.791768647579
NCP14,OUT010,253.02833682430833
FDM60,OUT010,97.62930363237948
FDV24,OUT017,2486.9203792590474
FDH08,OUT018,3706.4020069019775
FDS12,OUT027,3487.9685045784618
FDR39,OUT027,5167.252829702816
FDP12,OUT027,1044.1391619103094
DRF60,OUT027,5423.562360569124
FDC09,OUT035,1563.313739425957
FDF50,OUT018,3054.5686469563384
FDG28,OUT035,3864.9807589012307
NCE19,OUT017,843.5475935855148
NCM53,OUT010,255.6731519086603
NCN18,OUT049,1660.4328774813491
FDF32,OUT035,3091.325399879982
FDF11,OUT013,3836.7935824016818
DRI59,OUT049,3706.4020069019775
NCG54,OUT035,2863.486621986707
FDM44,OUT046,1563.313739425957
FDT57,OUT018,3769.547236318945
FDV24,OUT046,2486.9203792590474
FDI50,OUT019,499.86768466196065
FDS09,OUT035,710.2116238016365
NCC31,OUT027,4331.288527867983
FDQ07,OUT019,511.1080838073114
FDC22,OUT017,3054.5686469563384
FDZ56,OUT046,2801.4661999916043
FDZ40,OUT019,179.1834720226334
FDS46,OUT027,2873.272261708348
DRD24,OUT045,2056.553493029153
FDV45,OUT017,3054.5686469563384
FDL26,OUT045,2510.791768647579
FDA56,OUT018,1996.663163345343
FDN27,OUT046,1970.6743102893547
FDM20,OUT049,3864.9807589012307
FDO16,OUT017,1472.7100336976393
FDL03,OUT035,3054.5686469563384
FDE58,OUT046,1945.2378623708557
FDI02,OUT027,2835.0969828280076
NCC55,OUT019,96.44447071509103
FDR03,OUT018,3444.239389986311
FDB14,OUT017,1515.6840085421254
FDR45,OUT013,3836.7935824016818
NCN07,OUT017,1996.663163345343
FDM51,OUT019,254.6181977542427
FDT52,OUT027,5913.876705799206
FDL26,OUT046,2510.791768647579
NCZ42,OUT046,3836.7935824016818
DRI47,OUT019,396.51703550375544
FDW40,OUT013,2082.0848627752785
FDN34,OUT046,2801.4661999916043
FDS01,OUT035,2962.366145400273
NCG55,OUT045,1945.2378623708557
FDC11,OUT035,1472.7100336976393
FDX35,OUT018,3795.6736549003826
NCB06,OUT046,2510.791768647579
FDR09,OUT019,548.6833224509111
FDC53,OUT017,1515.6840085421254
FDY45,OUT013,4197.71339273097
FDA22,OUT010,413.01664164810455
FDE02,OUT035,1515.6840085421254
FDW21,OUT045,1563.313739425957
FDV34,OUT046,1079.6632198838013
FDS59,OUT049,1588.9680408863785
NCW17,OUT017,1996.663163345343
NCK54,OUT046,1945.2378623708557
FDG17,OUT019,542.2463304018738
FDG35,OUT017,2962.366145400273
FDD08,OUT010,88.00693094390152
NCO07,OUT017,3677.280210283074
FDJ10,OUT010,310.5538813743847
FDW36,OUT017,1563.313739425957
FDW21,OUT010,250.23755364244874
FDY19,OUT017,1970.6743102893547
DRE03,OUT013,710.2116238016365
NCC55,OUT049,670.6899493495463
FDH52,OUT010,163.6927371971179
FDO09,OUT017,4286.462760213065
FDU43,OUT045,3836.7935824016818
FDX09,OUT010,431.4680555933476
FDH40,OUT019,203.19803016941057
FDW58,OUT017,1588.9680408863785
FDC47,OUT017,3706.4020069019775
NCR41,OUT035,1515.6840085421254
DRG49,OUT035,3864.9807589012307
FDC52,OUT027,4176.12631573126
FDY13,OUT046,1111.428044698616
FDY35,OUT013,670.6899493495463
FDI35,OUT017,3054.5686469563384
NCU18,OUT049,2082.0848627752785
FDY33,OUT018,2510.791768647579
FDC15,OUT027,4144.338797775529
FDU01,OUT049,3054.5686469563384
NCU42,OUT046,2863.486621986707
NCV29,OUT018,2962.366145400273
NCY30,OUT017,3054.5686469563384
FDQ46,OUT049,1660.4328774813491
FDG58,OUT027,4100.987503466553
FDK33,OUT017,3677.280210283074
NCD07,OUT045,1945.2378623708557
NCX29,OUT027,3716.620096546359
NCT42,OUT013,2465.946663289927
DRN59,OUT035,710.2116238016365
FDI44,OUT035,1345.2470548156482
FDA45,OUT049,2962.366145400273
FDP31,OUT045,963.0077141025982
FDY01,OUT046,1945.2378623708557
FDT09,OUT018,2056.553493029153
DRH03,OUT027,2544.128919788268
FDA36,OUT018,3054.5686469563384
NCF31,OUT017,2510.791768647579
FDG14,OUT049,2486.9203792590474
FDG28,OUT027,5913.876705799206
FDU14,OUT049,4118.151118280799
FDY47,OUT019,280.8034125676227
FDI56,OUT049,1515.6840085421254
DRD01,OUT013,843.5475935855148
FDM22,OUT046,843.5475935855148
FDH33,OUT013,670.6899493495463
DRZ24,OUT013,1970.6743102893547
NCQ38,OUT046,1588.9680408863785
FDO16,OUT027,2470.744287195013
FDU07,OUT027,4014.4050231174274
NCB07,OUT013,3054.5686469563384
FDU48,OUT045,2056.553493029153
NCM43,OUT045,2531.3681910392675
FDR31,OUT010,316.3774394307382
DRK49,OUT018,670.6899493495463
NCI30,OUT010,589.2606344927511
DRD60,OUT017,3023.158842981467
NCG19,OUT046,3741.600143984176
FDH12,OUT035,1588.9680408863785
FDM32,OUT035,1515.6840085421254
FDM27,OUT035,2510.791768647579
NCU53,OUT027,4442.469618229562
NCQ18,OUT046,1515.6840085421254
FDS10,OUT013,2996.211418730795
FDB33,OUT027,4331.288527867983
FDI12,OUT013,1472.7100336976393
NCW42,OUT013,3677.280210283074
NCC06,OUT018,1996.663163345343
FDW02,OUT017,1996.663163345343
NCD43,OUT017,1588.9680408863785
FDM57,OUT018,1472.7100336976393
FDA58,OUT017,3769.547236318945
FDK56,OUT046,3054.5686469563384
FDP52,OUT045,3706.4020069019775
FDW20,OUT018,1996.663163345343
FDS52,OUT049,1538.693945523876
NCT29,OUT018,1996.663163345343
NCL54,OUT013,2962.366145400273
FDC05,OUT045,3054.5686469563384
FDF34,OUT035,3054.5686469563384
FDP03,OUT027,3342.860504710999
FDD32,OUT010,214.87113653345088
FDZ10,OUT045,1996.663163345343
FDZ40,OUT035,843.5475935855148
FDD51,OUT018,670.6899493495463
NCY30,OUT019,433.7961433292872
FDP58,OUT017,3677.280210283074
FDV49,OUT017,4286.462760213065
FDY24,OUT019,188.97112137935855
NCO55,OUT017,1588.9680408863785
FDR13,OUT017,1945.2378623708557
FDS51,OUT017,915.1342127715423
FDP26,OUT045,1588.9680408863785
NCB54,OUT027,3487.9685045784618
FDF32,OUT017,3054.5686469563384
FDN31,OUT018,3054.5686469563384
DRM48,OUT017,670.6899493495463
FDN20,OUT049,2801.4661999916043
DRL01,OUT046,3706.4020069019775
FDV56,OUT049,1588.9680408863785
DRH13,OUT027,2580.4772774024614
FDA03,OUT017,2444.475352975718
FDF47,OUT027,5314.086920926218
FDX32,OUT046,2444.475352975718
FDX57,OUT049,1515.6840085421254
NCA30,OUT045,3054.5686469563384
FDO49,OUT013,710.2116238016365
FDL04,OUT019,242.252276473617
DRM48,OUT035,670.6899493495463
FDR16,OUT013,3766.5518582814793
NCC19,OUT018,3054.5686469563384
NCE42,OUT045,3741.600143984176
FDY24,OUT017,843.5475935855148
FDH19,OUT049,2962.366145400273
FDJ46,OUT013,2962.366145400273
FDN45,OUT010,571.673712407612
FDY08,OUT035,2056.553493029153
FDZ37,OUT035,1472.7100336976393
NCT30,OUT045,710.2116238016365
DRY23,OUT018,670.6899493495463
NCZ30,OUT018,1996.663163345343
FDC44,OUT018,1945.2378623708557
FDB45,OUT035,1588.9680408863785
FDY04,OUT013,2510.791768647579
FDM27,OUT046,2510.791768647579
FDZ43,OUT017,3836.7935824016818
FDT39,OUT019,396.4475303854781
NCC06,OUT019,277.97103545439967
FDL15,OUT027,4191.218588652947
FDL57,OUT017,4197.71339273097
FDU08,OUT046,1515.6840085421254
FDK40,OUT017,4286.462760213065
FDQ12,OUT010,537.5798729501221
FDS48,OUT017,2486.9203792590474
FDP09,OUT045,3677.280210283074
FDW21,OUT049,1515.6840085421254
FDY25,OUT035,3023.158842981467
DRE13,OUT017,1472.7100336976393
FDV43,OUT019,86.11577268375748
FDD22,OUT045,1660.4328774813491
FDM46,OUT019,238.99929201791326
NCO30,OUT010,514.9600515211641
FDM25,OUT046,2962.366145400273
NCN41,OUT049,1996.663163345343
FDU24,OUT045,1515.6840085421254
FDZ50,OUT046,3054.5686469563384
FDP45,OUT013,4118.151118280799
NCM54,OUT045,1996.663163345343
FDW10,OUT019,415.3786217237707
FDP20,OUT017,1996.663163345343
FDK32,OUT046,2486.9203792590474
FDN52,OUT049,1488.5962294968103
FDM58,OUT045,1660.4328774813491
FDZ46,OUT027,2745.486449009775
NCA18,OUT018,1945.2378623708557
FDD35,OUT046,1996.663163345343
NCK31,OUT035,710.2116238016365
FDI40,OUT027,2580.4772774024614
FDT50,OUT019,231.41078434562937
NCT06,OUT046,2531.3681910392675
FDT31,OUT035,3054.5686469563384
FDT45,OUT049,797.1200066038567
FDT13,OUT045,3054.5686469563384
FDO50,OUT045,1515.6840085421254
NCU18,OUT010,294.61372849692026
NCR54,OUT049,3054.5686469563384
NCO18,OUT018,2962.366145400273
FDU09,OUT045,843.5475935855148
FDT13,OUT018,3054.5686469563384
FDE09,OUT046,1660.4328774813491
NCK53,OUT019,267.3597472674212
FDG45,OUT049,3677.280210283074
DRH15,OUT035,670.6899493495463
FDO21,OUT019,552.1286682290561
FDD14,OUT027,5514.2693115790535
FDC09,OUT046,1563.313739425957
FDH45,OUT027,1044.1391619103094
FDV32,OUT046,963.0077141025982
FDG12,OUT035,1970.6743102893547
FDS32,OUT013,2056.553493029153
NCL55,OUT018,4118.151118280799
DRE01,OUT035,3864.9807589012307
DRE15,OUT049,1345.2470548156482
NCL42,OUT045,3864.9807589012307
FDP31,OUT013,963.0077141025982
FDN33,OUT018,1515.6840085421254
FDZ59,OUT046,2531.3681910392675
FDE45,OUT010,409.92316807455063
FDJ07,OUT013,1970.6743102893547
FDQ45,OUT018,3054.5686469563384
FDM33,OUT027,5605.737946951364
FDO15,OUT010,152.8870406093227
FDM46,OUT013,1515.6840085421254
FDR03,OUT045,3444.239389986311
FDY49,OUT018,2717.733633341744
FDQ60,OUT045,1970.6743102893547
FDW10,OUT049,2962.366145400273
FDO51,OUT049,670.6899493495463
FDJ40,OUT018,1588.9680408863785
FDS20,OUT018,3054.5686469563384
FDU45,OUT013,1864.7120896192519
FDV02,OUT035,2801.4661999916043
FDN09,OUT046,3836.7935824016818
NCM55,OUT027,5448.751670802745
FDN23,OUT018,2419.162707433675
FDY31,OUT010,377.41890002916404
FDW03,OUT010,263.28826030555007
FDD14,OUT046,3054.5686469563384
FDV23,OUT017,1996.663163345343
DRI03,OUT045,2962.366145400273
FDN13,OUT035,1515.6840085421254
FDF45,OUT027,1730.6521799759778
FDU46,OUT035,1472.7100336976393
FDB57,OUT049,3677.280210283074
FDV12,OUT049,1515.6840085421254
FDQ58,OUT013,2486.9203792590474
NCA18,OUT017,1945.2378623708557
FDH52,OUT049,915.1342127715423
FDM24,OUT018,2465.946663289927
NCP43,OUT027,5095.602833802741
NCO18,OUT019,404.1235125600067
FDM32,OUT017,1515.6840085421254
NCL07,OUT017,670.6899493495463
FDK03,OUT013,4154.248038361921
FDP59,OUT017,1563.313739425957
FDQ24,OUT049,4118.151118280799
FDQ16,OUT018,1588.9680408863785
FDU44,OUT013,2510.791768647579
FDH28,OUT010,96.79118064591385
FDV28,OUT019,91.52025669936299
FDM22,OUT045,843.5475935855148
FDR56,OUT046,3054.5686469563384
FDV39,OUT049,3054.5686469563384
FDU37,OUT019,193.40633885933536
FDQ11,OUT010,721.6548371688183
FDX02,OUT045,3677.280210283074
NCS42,OUT018,1515.6840085421254
FDY57,OUT027,2544.128919788268
FDB21,OUT049,3836.7935824016818
FDE28,OUT017,3706.4020069019775
FDQ55,OUT017,1945.2378623708557
FDA48,OUT049,3677.280210283074
FDZ19,OUT045,2962.366145400273
NCC43,OUT045,4118.151118280799
NCV18,OUT046,1452.4312364936732
NCA42,OUT018,2510.791768647579
FDY45,OUT046,4197.71339273097
NCC30,OUT045,2996.211418730795
FDM57,OUT013,1472.7100336976393
FDL09,OUT010,363.6949973840199
FDB09,OUT027,3342.860504710999
FDT44,OUT035,1970.6743102893547
NCT06,OUT027,4297.162361255619
FDX26,OUT049,3054.5686469563384
FDK32,OUT013,2510.791768647579
DRA12,OUT046,2107.2584347228003
FDO46,OUT010,514.5203862340794
FDE52,OUT013,1472.7100336976393
NCH42,OUT045,3706.4020069019775
FDV08,OUT035,670.6899493495463
FDB47,OUT018,3677.280210283074
FDC28,OUT010,242.94778629686962
FDD22,OUT046,1945.2378623708557
FDS07,OUT027,2835.0969828280076
DRI13,OUT045,3677.280210283074
FDG32,OUT018,3677.280210283074
FDU14,OUT017,4118.151118280799
FDD28,OUT019,165.2768924784886
NCP41,OUT017,1588.9680408863785
FDS08,OUT049,2962.366145400273
FDX47,OUT045,2510.791768647579
FDC53,OUT019,206.8969776880463
FDQ19,OUT035,3836.7935824016818
FDL14,OUT045,2510.791768647579
FDM33,OUT019,499.88574845328475
FDA51,OUT045,1945.2378623708557
FDZ27,OUT018,710.2116238016365
FDT04,OUT046,670.6899493495463
DRC13,OUT049,1996.663163345343
FDR16,OUT027,5619.60644874072
FDQ03,OUT027,6013.256437781321
FDE38,OUT035,2717.733633341744
DRH23,OUT027,1693.1465916320067
FDT11,OUT019,503.1817422845698
FDD09,OUT035,2996.211418730795
FDR40,OUT045,1472.7100336976393
FDX07,OUT017,3054.5686469563384
FDR07,OUT035,1515.6840085421254
FDA51,OUT017,1945.2378623708557
FDT59,OUT019,550.3255211499995
FDF20,OUT017,3054.5686469563384
FDR13,OUT045,1945.2378623708557
FDY26,OUT049,3677.280210283074
FDW04,OUT017,1996.663163345343
FDK52,OUT017,3706.4020069019775
FDN60,OUT049,2510.791768647579
FDM09,OUT019,376.84338049931745
FDP46,OUT049,1515.6840085421254
FDB50,OUT019,190.05297546848453
NCQ29,OUT049,4240.04934106879
FDP16,OUT027,5913.876705799206
FDX33,OUT018,2510.791768647579
FDP07,OUT010,506.3670604115183
FDN22,OUT046,4118.151118280799
FDF39,OUT049,4240.04934106879
FDS21,OUT017,915.1342127715423
NCM42,OUT013,1588.9680408863785
FDK50,OUT019,364.71891265121286
DRF13,OUT027,3889.450591885719
FDH35,OUT018,2510.791768647579
FDP60,OUT018,1515.6840085421254
DRJ49,OUT027,3487.9685045784618
NCT42,OUT019,357.7570517096472
FDE38,OUT049,2717.733633341744
FDI04,OUT049,3054.5686469563384
NCH54,OUT045,2510.791768647579
FDT56,OUT049,895.8838760210151
DRD15,OUT018,3706.4020069019775
FDV58,OUT013,3054.5686469563384
FDP21,OUT049,3054.5686469563384
FDH05,OUT013,3706.4020069019775
FDR10,OUT027,4446.934674123271
NCP06,OUT045,2465.946663289927
FDF33,OUT049,1588.9680408863785
DRK37,OUT013,3054.5686469563384
DRH49,OUT045,1472.7100336976393
FDT58,OUT013,2717.733633341744
FDD41,OUT018,1588.9680408863785
FDP40,OUT018,1660.4328774813491
FDM51,OUT027,2580.4772774024614
FDO45,OUT010,222.82129594716164
FDW33,OUT010,285.2566813680304
FDY24,OUT045,843.5475935855148
FDB10,OUT010,551.6341512432864
FDM40,OUT035,2082.0848627752785
NCI06,OUT017,3023.158842981467
FDW12,OUT019,315.2702518572876
FDX48,OUT027,4191.218588652947
NCW05,OUT027,2580.4772774024614
FDX27,OUT017,1515.6840085421254
DRM37,OUT045,3054.5686469563384
FDA38,OUT045,3926.065230400088
FDR36,OUT046,670.6899493495463
FDZ45,OUT046,3054.5686469563384
FDG05,OUT017,2510.791768647579
FDK28,OUT013,4329.320989067196
FDV47,OUT045,1472.7100336976393
FDN21,OUT045,2510.791768647579
FDP20,OUT027,3487.9685045784618
FDI35,OUT045,3054.5686469563384
DRY23,OUT013,670.6899493495463
FDA56,OUT017,1996.663163345343
FDB09,OUT013,1996.663163345343
NCO26,OUT027,2873.272261708348
FDQ49,OUT018,2510.791768647579
FDI52,OUT027,3342.860504710999
FDZ44,OUT027,2873.272261708348
FDZ09,OUT018,2510.791768647579
FDY03,OUT049,1945.2378623708557
NCG42,OUT017,1996.663163345343
DRI13,OUT027,5320.045708988837
FDQ32,OUT013,1996.663163345343
FDW16,OUT035,1515.6840085421254
FDU27,OUT046,710.2116238016365
FDR28,OUT010,348.3643986705463
FDQ49,OUT010,431.0356312857555
FDS37,OUT046,1945.2378623708557
FDW26,OUT018,3677.280210283074
FDX12,OUT018,3836.7935824016818
NCP06,OUT013,2486.9203792590474
FDW45,OUT010,375.1132741646752
NCN30,OUT049,1515.6840085421254
FDN24,OUT049,797.1200066038567
NCL41,OUT027,1044.1391619103094
FDR02,OUT019,257.71193017013485
FDD09,OUT010,476.04340670864354
FDS33,OUT010,214.6690119021794
FDU22,OUT045,1996.663163345343
FDI53,OUT013,2510.791768647579
DRH01,OUT049,2962.366145400273
FDX32,OUT013,2162.786897707276
NCP30,OUT018,670.6899493495463
FDB60,OUT045,3054.5686469563384
FDB14,OUT049,1515.6840085421254
NCP02,OUT035,843.5475935855148
FDJ10,OUT017,2056.553493029153
FDG34,OUT046,1660.4328774813491
NCB18,OUT017,1488.5962294968103
FDM16,OUT049,1111.428044698616
FDW25,OUT018,1472.7100336976393
FDB35,OUT010,246.56775644720884
DRN11,OUT013,2191.99401058776
FDF41,OUT019,573.5927739166775
FDH16,OUT045,1515.6840085421254
NCQ50,OUT018,3677.280210283074
DRH23,OUT018,843.5475935855148
DRJ37,OUT013,2486.9203792590474
DRJ24,OUT027,5251.46662445395
FDY16,OUT035,3054.5686469563384
FDQ27,OUT045,1588.9680408863785
FDZ33,OUT045,2465.946663289927
FDF29,OUT045,2056.553493029153
FDA08,OUT049,2510.791768647579
FDG31,OUT046,963.0077141025982
FDE34,OUT019,563.8351070302746
NCR30,OUT027,1868.1606829971697
FDV33,OUT035,4197.71339273097
DRZ24,OUT018,1996.663163345343
NCL54,OUT035,2962.366145400273
FDR12,OUT049,2962.366145400273
NCC54,OUT046,3836.7935824016818
DRN59,OUT013,710.2116238016365
FDX50,OUT019,242.252276473617
FDV31,OUT027,4956.634722834077
NCA29,OUT027,4668.992869991422
FDW60,OUT049,2962.366145400273
FDX08,OUT017,3054.5686469563384
DRD49,OUT013,3769.547236318945
FDD33,OUT046,3706.4020069019775
FDW35,OUT013,670.6899493495463
FDJ36,OUT017,1563.313739425957
FDV51,OUT035,2717.733633341744
FDW36,OUT046,1588.9680408863785
FDH35,OUT046,2556.163416587813
NCS30,OUT027,3533.256725671186
FDN49,OUT017,670.6899493495463
FDL08,OUT018,3864.9807589012307
FDI09,OUT013,3836.7935824016818
FDP19,OUT018,1996.663163345343
FDU21,OUT010,87.57949918316484
NCP41,OUT045,1588.9680408863785
FDY10,OUT013,1864.7120896192519
FDP12,OUT018,670.6899493495463
NCN26,OUT049,1945.2378623708557
FDK44,OUT013,2962.366145400273
FDC28,OUT049,1588.9680408863785
FDJ41,OUT027,5898.25412378103
NCT29,OUT035,1996.663163345343
NCH42,OUT019,559.7957258597664
FDU60,OUT018,2717.733633341744
FDS02,OUT045,3054.5686469563384
FDC51,OUT046,1996.663163345343
FDU03,OUT013,3054.5686469563384
FDX39,OUT045,3677.280210283074
NCY05,OUT010,88.00693094390152
NCL06,OUT027,5986.661315394764
FDD32,OUT035,1370.7254513354067
NCN41,OUT045,1996.663163345343
NCX53,OUT049,2082.0848627752785
FDU57,OUT019,338.1592668868326
FDQ23,OUT046,1563.313739425957
FDQ52,OUT045,4118.151118280799
FDC14,OUT045,670.6899493495463
FDY09,OUT035,2962.366145400273
FDQ28,OUT045,2510.791768647579
FDV25,OUT046,3766.5518582814793
FDJ07,OUT035,1945.2378623708557
DRB25,OUT049,1588.9680408863785
FDK52,OUT019,564.0802446977768
FDY52,OUT027,1730.6521799759778
FDB28,OUT046,3054.5686469563384
FDT36,OUT035,670.6899493495463
FDV25,OUT017,3766.5518582814793
NCN07,OUT027,3533.256725671186
FDC57,OUT017,3054.5686469563384
FDQ03,OUT018,3769.547236318945
FDU23,OUT017,2717.733633341744
NCX41,OUT035,3677.280210283074
NCD06,OUT035,710.2116238016365
FDW08,OUT045,1588.9680408863785
NCU29,OUT017,2419.162707433675
NCE06,OUT013,2510.791768647579
FDV52,OUT010,234.60060098045366
FDB02,OUT017,2962.366145400273
NCR18,OUT045,670.6899493495463
FDK16,OUT049,1515.6840085421254
NCQ29,OUT010,586.8248103129189
FDZ01,OUT019,210.05434277867917
FDW27,OUT035,2510.791768647579
FDD17,OUT018,3801.2940666995382
FDW39,OUT013,2962.366145400273
DRH59,OUT045,1049.1177063800963
FDS52,OUT013,1563.313739425957
FDU40,OUT027,5604.603333255884
NCF54,OUT013,2962.366145400273
FDH46,OUT045,1563.313739425957
NCP14,OUT049,1563.313739425957
FDH50,OUT049,3054.5686469563384
DRF15,OUT010,341.75579218122243
FDV27,OUT027,2470.744287195013
NCJ06,OUT049,1996.663163345343
FDN02,OUT018,3444.239389986311
FDQ51,OUT049,710.2116238016365
FDQ07,OUT017,3677.280210283074
FDS45,OUT049,1588.9680408863785
NCJ06,OUT045,1996.663163345343
FDD36,OUT035,1945.2378623708557
FDY25,OUT045,3054.5686469563384
FDU52,OUT046,2510.791768647579
DRK47,OUT017,3706.4020069019775
NCL30,OUT017,1996.663163345343
FDN22,OUT035,4118.151118280799
NCF30,OUT027,3487.9685045784618
FDK03,OUT035,4197.71339273097
FDT45,OUT017,843.5475935855148
NCC54,OUT027,6071.037931892042
FDP08,OUT018,3054.5686469563384
FDU44,OUT046,2510.791768647579
DRG39,OUT035,797.1200066038567
